CHAPA,PARES,L5,M5,R5,PADRAO,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
6x3,7,ACFHI,JLOQR,STUWX,1010010111010010111110110,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
7x5,7,CDEFG,IJKRT,UVWXY,0011111011100000010111111,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4x5,7,ACFHK,MNOPT,UVWXY,1010010100101111000111111,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
6x4,8,ABCEF,HKNOR,TUVXY,1110110100100110010111011,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1
7x3,8,ADFGH,IJLNO,QSUVX,1001011111010110101011010,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0
6x1,9,ABDFG,JKLMN,PQSTX,1101011001111101101100010,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0
7x4,6,ABCDF,GJKMN,SUWXY,1111011001101100001010111,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1
6x3,9,ABFGH,JKMNQ,RTVWX,1100011101101100110101110,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0
7x1,7,CDEFG,HIKLM,NOPRY,0011111110111111010000001,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
7x5,8,BEFGH,IJNPS,UVWXY,0100111111000101001011111,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1
7x3,8,ABFGH,IJKLM,QTUVX,1100011111111000100111010,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0
7x4,9,ABCDF,HILPR,SUVXY,1111010110010001011011011,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1
7x3,6,ACDEF,GIMNQ,RTUWX,1011111010001100110110110,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
7x2,8,BDEFG,HJKNO,PRSUY,0101111101100111011010001,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1
5x5,8,BDHIJ,KLMOT,UVWXY,0101000111111010000111111,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
5x5,7,CDFGI,LMNQR,UVWXY,0011011010011100110011111,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1
4x4,7,ABEGK,MNOPR,TUVWX,1100101000101111010111110,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
6x2,7,BDEFG,IKLMO,RSTVW,0101111010111010011101100,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
5x2,4,ACEGI,KLMOP,QSTXY,1010101010111011101100011,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1
6x3,8,CDFHI,JMNOQ,RSVWX,0011010111001110111001110,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
6x2,8,AEFGH,JKLMO,PSTVX,1000111101111011001101010,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0
6x4,7,ABEFG,ILNOQ,RUVXY,1100111010010110110011011,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1
8x1,5,ACDEG,HIJKM,OQSTX,1011101111101010101100010,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
6x5,8,BDEGI,JLNQT,UVWXY,0101101011010100100111111,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1
5x3,6,CEGHI,KLMNO,PRVWY,0010101110111111010001101,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1
7x3,8,ABCDG,HILMN,QTVWX,1111001110011100100101110,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0
6x4,7,BCDFG,IMPQR,TUWXY,0111011010001001110110111,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1
6x3,8,BDEGI,JLOPQ,RSVWX,0101101011010011111001110,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0
6x3,6,ABCDE,IKLNQ,STUVW,1111100010110100101111100,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0
7x2,9,ABEFG,HJLMN,OPRUX,1100111101011111010010010,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4x1,9,BCDHK,LMNOP,QRSTV,0111000100111111111101000,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
5x3,6,EFGHJ,KLMNQ,STUWY,0000111101111100101110101,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1
4x3,10,CDHJL,MNOPQ,RTUVX,0011000101011111110111010,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0
6x3,8,ABCFH,JLNPQ,STUWY,1110010101010101101110101,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1
5x4,9,ABCFJ,LNORS,TUVXY,1110010001010110011111011,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1
5x3,8,AEGIJ,LNOPR,STUVX,1000101011010111011111010,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0
7x3,7,ACDEF,GIMNO,PTVWX,1011111010001111000101110,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0
7x4,8,ABCFG,IJKLR,TVWXY,1110011011110000010101111,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1
7x2,7,ACFGH,IJLMP,QRSUV,1010011111011001111011000,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0
5x2,10,BDFIJ,KLNOQ,RSTVX,0101010011110110111101010,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0
6x3,8,ABDFH,JKMNO,PSUVW,1101010101101111001011100,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
7x3,4,ACDEG,IJMOQ,RSWXY,1011101011001010111000111,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
4x4,7,ABGIK,LNOPQ,RUVXY,1100001010110111110011011,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1
7x2,5,ABCDE,GJKMQ,RSTUW,1111101001101000111110100,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0
5x4,9,ABHIJ,LMNQR,TVWXY,1100000111011100110101111,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1
7x2,6,ABCEF,GHMOP,QRTUW,1110111100001011110110100,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0
5x3,6,ABCEF,KLNOP,STUWY,1110110000110111001110101,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
7x2,6,ABCDH,IJKLO,PQSUW,1111000111110011101010100,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0
6x2,10,BDEGH,JKLNP,QRSVX,0101101101110101111001010,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
8x3,8,ABCDE,GHJLQ,RTUVW,1111101101010000110111100,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0
5x2,6,BCEGI,KLMOP,RSTUX,0110101010111011011110010,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
5x3,7,AEFIJ,MNOPR,STUVW,1000110011001111011111100,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
8x4,8,ACDEG,HIJNP,RUVXY,1011101111000101010011011,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1
7x3,7,ABCFG,HIKMN,PRUVW,1110011110101101010011100,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0
6x3,7,ABDGI,JKLMN,QTUVW,1101001011111100100111100,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
4x3,5,ABGIK,MNOPQ,RSVWY,1100001010101111111001101,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1
4x3,7,AEFGK,LNOPR,STUWX,1000111000110111011110110,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0
7x3,6,ACEFH,IJLNO,PSUWY,1010110111010111001010101,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1
7x3,7,DEFGH,IJKPQ,STWXY,0001111111100001101100111,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1
5x4,7,ABCFH,KMNQR,SVWXY,1110010100101100111001111,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1
7x1,7,ABCDH,IJKOP,QRSTW,1111000111100011111100100,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0
6x2,8,ABDEF,IKLNO,QSTVX,1101110010110110101101010,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0
7x1,9,ABCDF,HJKMN,PQRTW,1111010101101101110100100,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0
5x4,9,CDFGH,LMNPQ,RUVWX,0011011100011101110011110,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0
6x2,9,BCDFH,JLMNQ,RSTUW,0111010101011100111110100,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0
4x4,7,DFGIL,MNORS,TUVWY,0001011010011110011111101,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1
5x3,8,DEGIJ,KLNQR,STUVX,0001101011110100111111010,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0
5x4,6,AEFIJ,KLOQR,TUWXY,1000110011110010110110111,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
6x3,8,BFGHI,JMPQR,STUXY,0100011111001001111110011,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1
5x3,8,ABCHI,LMNOR,STUVX,1110000110011110011111010,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0
7x4,9,ABDFH,IJLMP,TUVWY,1101010111011001000111101,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
5x4,4,ACEGJ,LMOQS,TUWXY,1010101001011010101110111,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1
7x3,7,ACFGH,IJKNO,PSUVX,1010011111100111001011010,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0
7x2,8,ABFGH,IJKLN,QRSXY,1100011111110100111000011,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1
7x3,8,BDEFG,HJKLO,QTWXY,0101111101110010100100111,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1
5x5,6,BCEFI,KOPQT,UVWXY,0110110010100011100111111,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1
5x4,7,CDEGH,KLMNR,TUVWY,0011101100111100010111101,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1
5x4,8,DGHIJ,KLOPQ,TUVXY,0001001111110011100111011,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1
8x2,6,ABCEF,GIJOP,QRTUY,1110111011000011110110001,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1
4x4,8,BDEIL,NPQRS,TUVWY,0101100010010101111111101,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1
5x4,7,ADFGJ,LMOPQ,SUVXY,1001011001011011101011011,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1
6x3,8,BCDGH,JKMNP,RTUWY,0111001101101101010110101,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1
7x3,8,ACDEF,HJKPQ,RTUWX,1011110101100001110110110,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0
5x3,8,ABCDF,KLMNO,QRVWX,1111010000111110110001110,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
6x2,8,BCDEF,ILMOP,QRTXY,0111110010011011110100011,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1
7x4,8,ABCGH,IJLMN,RVWXY,1110001111011100010001111,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1
7x3,8,BDEFH,IJKNO,RSUVW,0101110111100110011011100,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0
6x3,6,ADFGH,IKMNP,STUWY,1001011110101101001110101,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1
5x4,8,DEFGI,LMPQR,TUVXY,0001111010011001110111011,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1
6x3,7,ABCEG,HKNOP,STUVX,1110101100100111001111010,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0
6x3,7,ABDEG,HMNOP,QTUVW,1101101100001111100111100,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0
6x4,7,BCEGH,ILNOP,SUVWX,0110101110010111001011110,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0
6x2,4,CDEGH,IKMOP,QSTWY,0011101110101011101100101,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
5x4,9,BEFGJ,LMNOP,TUVXY,0100111001011111000111011,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1
6x3,7,BCGHI,JKNOP,RSUXY,0110001111100111011010011,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1
5x4,8,BCDEF,LNOQS,TUVXY,0111110000010110101111011,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1
5x4,9,BDEFJ,KNPQR,SUVWX,0101110001100101111011110,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0
7x3,5,ABCDE,GJKMN,OQUVY,1111101001101110100011001,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1
4x3,9,BFGJK,MNOPQ,RTUVX,0100011001101111110111010,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0
5x4,7,ACDHJ,KLMOP,QVWXY,1011000101111011100001111,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
3x5,8,DIJKL,MPRST,UVWXY,0001000011111001011111111,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
6x3,9,BCDEF,JKLMN,PQUVX,0111110001111101100011010,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0
7x3,5,ABCDE,GIMNO,QTVWY,1111101010001110100101101,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1
6x4,6,ACDEF,GMPQS,TUVWX,1011111000001001101111110,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0
6x5,6,ADGHI,JKMQT,UVWXY,1001001111101000100111111,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1
5x5,8,ABFIJ,LOPQR,UVWXY,1100010011010011110011111,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1
3x3,8,DIJKL,MNOPQ,RTUVY,0001000011111111110111001,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
7x2,8,ABEFG,HJLMN,OSTUX,1100111101011110001110010,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
7x4,6,BDEFG,IJKMQ,RUWXY,0101111011101000110010111,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1
4x3,7,EFGHK,MNOPQ,STUVX,0000111100101111101111010,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
5x4,7,BCEFJ,KLNOP,QUVWY,0110110001110111100011101,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1
5x3,7,AEFGJ,LMNOP,RSUVW,1000111001011111011011100,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
4x4,5,CGIJK,MOPQR,SUVWX,0010001011101011111011110,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0
5x4,8,ABCDF,KMPQR,TUVWX,1111010000101001110111110,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0
9x3,6,ABCDE,FGIJM,QRUXY,1111111011001000110010011,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
6x5,8,CFGHI,JNPRS,UVWXY,0010011111000101011011111,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1
5x4,7,BDEGJ,LMOQR,SUVWX,0101101001011010111011110,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0
5x3,8,BCDFI,LMPQR,STUWX,0111010010011001111110110,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
8x2,7,ABCEF,GIJLM,RSTVW,1110111011011000011101100,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0
5x4,9,BCDFH,LMNOP,SUVWX,0111010100011111001011110,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
5x3,7,CEHIJ,KMNOQ,RTUVX,0010100111101110110111010,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0
7x3,9,BDEFG,IJLMN,PTWXY,0101111011011101000100111,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
4x3,8,DEHIK,LMNOR,STVXY,0001100110111110011101011,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1
7x5,7,ABDEF,IJKMR,UVWXY,1101110011101000010011111,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1
9x2,9,ABCDE,FHIJL,NPSVY,1111110111010101001001001,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
6x5,6,BCEFG,IOPQR,UVWXY,0110111010000011110011111,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
6x4,8,ABDGH,JLMNO,TUVWY,1101001101011110000111101,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1
5x3,9,DEFIJ,LNOPR,STWXY,0001110011010111011100111,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1
6x3,8,CDEGH,JKLNO,PRWXY,0011101101110111010000111,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1
5x5,8,BCFGH,KLMNP,UVWXY,0110011100111101000011111,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
5x2,8,EFGIJ,KLNOP,RSTWX,0000111011110111011100110,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
6x3,5,ABCFI,JKMOQ,RSWXY,1110010011101010111000111,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
5x4,9,BCEFH,LNORS,TUVWX,0110110100010110011111110,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
6x3,9,BDEGI,JKLNP,RTUVY,0101101011110101010111001,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1
5x3,7,BEFHI,KMNOP,RSUVW,0100110110101111011011100,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0
6x3,6,ABDFG,IKMOQ,RTWXY,1101011010101010110100111,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1
5x3,7,BCDIJ,KLMNO,PSUWX,0111000011111111001010110,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
6x2,10,ABDHI,JKLNP,RSTUX,1101000111110101011110010,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0
7x4,7,ABDEG,HILMN,QUVXY,1101101110011100100011011,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1
8x2,6,ADEFG,HIJKQ,RSTUY,1001111111100000111110001,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
7x3,8,ABCDF,IJOQR,STVXY,1111010011000010111101011,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1
5x4,8,BCDFI,KLMNO,PVWXY,0111010010111111000001111,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
6x2,9,ABCFG,HLMOP,QRTVX,1110011100011011110101010,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0
5x3,6,ACFGI,LMNOQ,STVXY,1010011010011110101101011,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1
8x1,9,ABCDE,FHJKL,ORSTV,1111110101110010011101000,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0
6x4,8,BCGHI,JKLQR,TVWXY,0110001111110000110101111,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1
7x4,7,ABCDE,FILOQ,RUVXY,1111110010010010110011011,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
6x2,5,ABCEG,HKLMN,OPSUW,1110101100111111001010100,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
6x4,7,ABEFH,JKMNO,TUWXY,1100110101101110000110111,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1
8x1,8,ABCEF,GHJLN,OQRTW,1110111101010110110100100,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
7x1,10,BDEFH,IJLMN,PQRSX,0101110111011101111000010,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0
7x3,8,ABDEF,HIKLQ,RTVWY,1101110110110000110101101,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1
4x4,7,BCGJK,LMNPS,TUWXY,0110001001111101001110111,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1
6x3,8,BDFGH,JKMOP,QSVWX,0101011101101011101001110,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0
7x4,7,ACDEF,HJLMO,SUVXY,1011110101011010001011011,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1
5x3,6,ACDFI,KLMOP,QRUVY,1011010010111011110011001,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1
5x4,7,CEFGH,LMPQR,SVWXY,0010111100011001111001111,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1
6x3,7,ACDFH,IKMNO,PQVWX,1011010110101111100001110,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
7x2,9,ABCDF,GJKLN,PQTXY,1111011001110101100100011,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1
6x3,7,BCDEG,HLMPQ,RSUVW,0111101100011001111011100,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0
5x3,8,ABEHJ,KLMNO,QTVXY,1100100101111110100101011,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1
4x4,9,BCDFL,NOPQS,TUVXY,0111010000010111101111011,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1
6x4,7,ABFGH,IKLMN,QUVWX,1100011110111100100011110,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
8x2,10,BDEFG,HIJLM,NPRXY,0101111111011101010000011,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1
5x2,8,ABDHJ,KLMNO,QRTWY,1101000101111110110100101,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
